    1 0.000007 
    5001 0.070743 
    10001 0.217735 
    15001 0.476653 
    20001 0.841249 
    25001 1.322283 
    30001 1.898037 
    35001 2.540341 
    40001 3.396633 
    45001 4.229385 
    50001 5.259475 
    55001 6.367075 
    60001 7.677248 
    65001 8.864772 
    70001 10.352899 
    75001 15.254777 
    80001 13.631457 
    85001 15.238911 
    90001 17.124686 
    95001 18.992736 
