    1 0.000010 
    5001 0.063051 
    10001 0.225931 
    15001 0.472120 
    20001 0.923116 
    25001 1.443036 
    30001 2.063934 
    35001 2.767857 
    40001 3.644435 
    45001 4.310852 
    50001 5.355430 
    55001 6.904169 
    60001 7.761167 
    65001 9.146714 
    70001 10.429109 
    75001 12.173421 
    80001 13.621366 
    85001 15.446128 
    90001 17.238431 
    95001 19.230815 
