    1 0.000008 
    5001 0.070318 
    10001 0.270862 
    15001 0.616932 
    20001 1.093416 
    25001 1.696960 
    30001 2.428603 
    35001 3.235487 
    40001 4.258480 
    45001 5.411499 
    50001 6.799281 
    55001 8.165469 
    60001 9.842185 
    65001 11.268777 
    70001 13.331765 
    75001 15.124477 
    80001 17.238977 
    85001 19.337633 
    90001 21.838649 
    95001 24.349608 
