    1 0.000000 
    5001 0.149873 
    10001 0.555361 
    15001 1.240299 
    20001 2.185515 
    25001 3.415874 
    30001 4.908662 
    35001 6.722743 
    40001 8.821880 
    45001 11.000253 
    50001 13.632499 
    55001 16.495489 
    60001 19.557641 
    65001 22.911884 
    70001 26.573559 
    75001 30.579412 
    80001 34.744757 
    85001 39.224934 
    90001 43.885556 
    95001 48.899300 
