<<<<<<< HEAD
    10 22.033003 
    100 21.251334 
    1000 21.137581 
    10000 21.040411 
    100000 21.229368 
=======
1000	21.060498
2000	21.018661
3000	21.030703
4000	21.033456
5000	21.045154
6000	21.029230
7000	21.303176
8000	21.062179
9000	21.235145
10000	21.128366
11000	21.063305
12000	21.073968
13000	21.115337
14000	21.139968
15000	21.121302
16000	21.093161
17000	21.165421
18000	21.127310
19000	21.145090
20000	21.144432
21000	21.338843
22000	21.350343
23000	21.085539
24000	21.163782
25000	21.090600
26000	21.170089
27000	21.349347
28000	21.168264
29000	21.114066
30000	21.111040
31000	21.127681
32000	21.174068
33000	21.218169
34000	21.124693
35000	21.329745
36000	21.247208
37000	21.175696
38000	21.205594
39000	21.219245
40000	21.202470
41000	21.188384
42000	21.129179
43000	21.141353
44000	21.132564
45000	21.129551
46000	21.149687
47000	21.199534
48000	21.170776
49000	21.405444
50000	21.265717
51000	21.477469
52000	23.307654
53000	22.159979
54000	27.480344
55000	22.271339
56000	21.339456
57000	21.293171
58000	21.257596
59000	21.265668
60000	21.283489
61000	21.686451
62000	21.741072
63000	22.033887
64000	21.696921
65000	21.284656
66000	21.360046
67000	21.335908
68000	21.498154
69000	21.330933
70000	21.594929
71000	21.380273
72000	21.360206
73000	21.362649
74000	21.254547
75000	21.309892
76000	21.412562
77000	21.427525
78000	21.174171
79000	21.366643
80000	21.345129
81000	21.369736
82000	21.290260
83000	21.242033
84000	21.261211
85000	21.250146
86000	21.254953
87000	21.282068
88000	21.321227
89000	21.121726
90000	21.472492
91000	21.366773
92000	21.245665
93000	21.219891
94000	21.280640
95000	21.239658
96000	21.183641
97000	21.156879
98000	21.111309
99000	21.254788
100000	21.296526
>>>>>>> TestScript
